,,食物名,エネルギーJ,エネルギー,水分,アミノ酸組成による たんぱく質,"たんぱく質",脂肪酸のトリアシルグリセロール当量,"コレステロール",脂質,利用可能炭水化物,利用可能炭水化物 （質量計）,"差引き法による 利用可能炭水化物 ","食物繊維総量",糖アルコール,炭水化物,有機酸,灰分,ナ ト リ ウ ム,カ リ ウ ム,カ ル シ ウ ム,マ グ ネ シ ウ ム,リ ン,鉄,亜 鉛,銅,マ ン ガ ン,ヨ ウ 素,セ レ ン,ク ロ ム,モリブデン,レチノール,α|カロテン,β|カロテン,β|クリプトキサンチン,β|カロテン当量,レチノール活性当量,"      ビタミンD",α|トコフェロール,β|トコフェロール,γ|トコフェロール,δ|トコフェロール,ビタミンK,ビタミンＢ１,"ビタミン B２","ナイアシン",ナイアシン当量,ビタミンＢ６,"ビタミンＢ１２","葉 酸",パントテン酸,ビ オ チ ン,ビタミンC,アルコール,食塩相当量
,,単位,kJ,kcal,g,g,"g",g,"mg",g,g,g,"g","g",g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,"μg",mg,mg,mg,mg,μg,mg,"mg","mg",mg,mg,"μg","μg",mg,μg,mg,g,g
,,成分識別子,ENERC,ENERC_KCAL,WATER,PROTCAA,"PROT-",FATNLEA,"CHOLE",FAT-,CHOAVLM,CHOAVL,"CHOAVLDF-","FIB-",POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,"VITD",TOCPHA,TOCPHB,TOCPHG,TOCPHD,"VITK ",THIA,"RIBF","NIA",NE,VITB6A,"VITB12","FOL",PANTAC,BIOT,VITC,ALC,NACL_EQ
10310,1524,＜貝類＞ （はまぐり類） ちょうせんはまぐり 生,174,41,88.1,4.6,"6.5",0.5,"27",1.0,1.3,1.2,"4.4","0",-,2.7,0.1,2.3,510,170,160,69,94,5.1,1.2,0.11,0.22,27,21,4,6,3,4,28,0,30,6,"0",0.5,0,0,0,0,0.13,"0.12","1.2",2.2,0.07,"19.0","21",0.57,13.0,1,-,1.3
10311,1525,＜貝類＞ ほたてがい 生,279,66,82.3,10.0,"13.5",0.4,"33",0.9,1.5,1.4,"5.5","0",-,1.5,-,1.8,320,310,22,59,210,2.2,2.7,0.13,0.12,-,-,-,-,10,1,150,0,150,23,"0",0.9,0,0,0,1,0.05,"0.29","1.7",3.4,0.07,"11.0","87",0.66,-,3,-,0.8
10312,1526,＜貝類＞ ほたてがい 水煮,379,89,76.8,12.7,"17.6",0.8,"52",1.9,1.9,1.7,"7.9","0",-,1.9,-,1.8,250,330,24,57,250,2.8,3.1,0.17,0.12,-,-,-,-,15,2,230,0,230,34,"0",1.7,0,0,0,2,0.04,"0.29","1.9",4.1,0.06,"18.0","83",0.64,-,2,-,0.6
10313,1527,＜貝類＞ ほたてがい 貝柱 生,347,82,78.4,12.3,"16.9",0.1,"35",0.3,3.5,3.1,"7.9","0",-,3.5,-,1.3,120,380,7,41,230,0.2,1.5,0.03,0.02,2,18,3,1,1,0,0,0,0,1,"0",0.8,0,0,0,0,0.01,"0.06","1.9",4.1,0.11,"1.7","61",0.28,1.7,2,-,0.3
10414,1528,＜貝類＞ ほたてがい 貝柱 焼き,521,123,67.8,18.0,"23.8",0.1,"52",0.3,4.6,4.2,"12.4","0",-,4.6,-,1.7,150,480,13,56,320,0.3,2.2,0.04,0.03,-,-,-,-,1,0,0,0,0,1,"0",1.1,0,0,0,Tr,0.01,"0.08","2.7",5.9,0.14,"2.1","41",0.34,-,1,-,0.4
10314,1529,＜貝類＞ ほたてがい 貝柱 煮干し,1279,301,17.1,46.9,"65.7",0.5,"150",1.4,7.6,6.8,"27.3","0",-,7.6,-,8.2,2500,810,34,120,610,1.2,6.1,0.08,0.10,-,-,-,-,Tr,-,-,-,Tr,Tr,"0",2.5,0,0,0,0,0.12,"0.30","4.6",14.0,0.12,"5.2","22",0.75,-,0,-,6.4
10315,1530,＜貝類＞ ほたてがい 貝柱 水煮缶詰,371,87,76.4,13.9,"19.5",0.2,"62",0.6,1.5,1.4,"7.5","0",-,1.5,-,2.0,390,250,50,37,170,0.7,2.7,0.03,0.07,-,-,-,-,Tr,-,-,-,Tr,Tr,"0",1.1,0,0,0,0,Tr,"0.05","1.0",3.7,0.09,"2.6","7",0,-,0,-,1.0
10316,1531,＜貝類＞ ほっきがい 生,278,66,82.1,8.0,"11.1",0.3,"51",1.1,3.8,3.4,"7.7","0",-,3.8,-,1.9,250,260,62,75,160,4.4,1.8,0.15,0.11,-,-,-,-,6,-,-,-,10,7,"0",1.4,0,0,0,0,0.01,"0.16","1.9",3.5,0.12,"48.0","45",0.20,-,2,-,0.6
10317,1532,＜貝類＞ みるがい 水管 生,325,77,78.9,13.2,"18.3",0.1,"36",0.4,0.3,0.3,"5.6","0",-,0.3,-,2.1,330,420,55,75,160,3.3,1.0,0.04,0.16,-,-,-,-,Tr,-,-,-,Tr,Tr,"0",0.6,0,0,0,0,Tr,"0.14","2.0",4.6,0.05,"9.1","13",0.64,-,1,-,0.8
10319,1533,＜えび・かに類＞ （えび類） あまえび 生,358,85,78.2,15.2,"19.8",0.7,"130",1.5,0.1,0.1,"4.2","0",-,0.1,-,1.6,300,310,50,42,240,0.1,1.0,0.44,0.02,18,33,Tr,1,3,0,0,0,0,3,"0",3.4,0,0,0,0,0.02,"0.03","1.1",4.4,0.04,"2.4","25",0.21,2.1,Tr,-,0.8
10320,1534,＜えび・かに類＞ （えび類） いせえび 生,365,86,76.6,17.4,"20.9",0.1,"93",0.4,Tr,Tr,"3.7","0",-,Tr,-,2.1,350,400,37,39,330,0.1,1.8,0.65,0.02,-,-,-,-,0,0,0,0,0,0,"0",3.8,0,0,0,0,0.01,"0.03","2.1",5.2,0.14,"0.3","15",0.41,-,1,-,0.9
10321,1535,＜えび・かに類＞ （えび類） くるまえび 養殖 生,383,90,76.1,18.2,"21.6",0.3,"170",0.6,Tr,Tr,"3.7","0",-,Tr,-,1.7,170,430,41,46,310,0.7,1.4,0.42,0.02,4,35,0,1,0,0,49,0,49,4,"0",1.6,0,0,0,0,0.11,"0.06","3.8",7.0,0.12,"1.9","23",1.11,2.6,Tr,-,0.4
10322,1536,＜えび・かに類＞ （えび類） くるまえび 養殖 ゆで,492,116,69.3,23.3,"28.2",0.2,"240",0.5,Tr,Tr,"5.1","0",-,Tr,-,2.0,200,500,61,57,390,1.0,1.8,0.62,0.03,-,-,-,-,0,0,56,0,56,5,"0",2.3,0,0,0,0,0.09,"0.05","4.5",8.6,0.08,"2.0","17",1.07,-,Tr,-,0.5
10323,1537,＜えび・かに類＞ （えび類） くるまえび 養殖 焼き,410,97,74.4,19.5,"23.5",0.2,"200",0.4,Tr,Tr,"4.3","0",-,Tr,-,1.7,180,400,55,49,330,1.4,1.6,0.58,0.02,-,-,-,-,0,0,53,0,53,4,"0",2.7,0,0,0,0,0.11,"0.05","3.6",7.0,0.08,"2.3","15",1.06,-,1,-,0.5
10431,1538,＜えび・かに類＞ （えび類） さくらえび 生,331,78,78.9,12.0,"16.6",1.2,"200",2.0,0.1,0.1,"4.9","-",-,0.1,-,3.1,270,310,630,69,330,0.3,1.3,0.90,0.05,110,64,1,3,1,Tr,6,0,6,2,"0.1",2.3,0,Tr,0,0,0.10,"0.08","2.3",5.1,0.10,"4.5","94",0.29,5.2,1,-,0.7
10324,1539,＜えび・かに類＞ （えび類） さくらえび ゆで,335,79,75.6,-,"18.2",0.7,"230",1.5,Tr,Tr,"0.8","-",-,Tr,-,4.7,830,250,690,92,360,0.5,1.4,2.05,0.09,-,-,-,-,6,0,3,0,3,7,"0",2.8,0,0,0,0,0.10,"0.08","1.1",4.2,0.09,"4.3","41",0.37,-,0,-,2.1
10325,1540,＜えび・かに類＞ （えび類） さくらえび 素干し,1181,278,19.4,-,"64.9",2.1,"700",4.0,0.1,0.1,"2.0","-",-,0.1,-,11.6,1200,1200,2000,310,1200,3.2,4.9,3.34,0.23,-,-,-,-,Tr,-,-,-,0,Tr,"0",7.2,0,0.1,0,0,0.17,"0.15","5.5",17.0,0.21,"11.0","230",1.16,-,0,-,3.0
10326,1541,＜えび・かに類＞ （えび類） さくらえび 煮干し,1047,247,23.2,-,"59.1",1.1,"700",2.5,0.1,0.1,"1.5","-",-,0.1,-,15.1,3400,680,1500,260,860,3.0,4.1,2.61,0.20,-,-,-,-,Tr,-,-,-,0,Tr,"0",3.4,0,0.1,0,0,0.16,"0.11","3.5",14.0,0.05,"3.5","82",0.51,-,0,-,8.6
10327,1542,＜えび・かに類＞ （えび類） 大正えび 生,379,89,76.3,17.9,"21.7",0.1,"160",0.3,0.1,0.1,"4.1","0",-,0.1,-,1.6,200,360,34,45,300,0.1,1.4,0.61,0.02,-,-,-,-,6,0,4,0,4,6,"0",1.8,0,0,0,0,0.03,"0.04","2.4",5.8,0.07,"2.1","45",0.61,-,1,-,0.5
10328,1543,＜えび・かに類＞ （えび類） しばえび 生,330,78,79.3,15.7,"18.7",0.2,"170",0.4,0.1,0.1,"3.3","0",-,0.1,-,1.5,250,260,56,30,270,1.0,1.0,0.35,0.11,-,-,-,-,3,0,20,0,20,4,"0",1.7,0,0,0,0,0.02,"0.06","2.2",5.5,0.10,"1.1","57",0.38,-,2,-,0.6
10415,1544,＜えび・かに類＞ （えび類） バナメイえび 養殖 生,348,82,78.6,16.5,"19.6",0.3,"160",0.6,0.7,0.6,"3.3","0",-,0.7,-,1.3,140,270,68,37,220,1.4,1.2,0.33,0.10,10,27,2,-,0,0,0,0,0,0,"0",1.7,0,0.3,0,0,0.03,"0.04","3.6",6.8,0.14,"1.2","38",0.23,1.9,1,-,0.3
10416,1545,＜えび・かに類＞ （えび類） バナメイえび 養殖 天ぷら,810,194,62.0,17.1,"20.0",9.6,"160",10.3,7.1,6.5,"9.2","0.9",-,6.5,-,1.2,140,250,96,36,200,0.5,1.3,0.29,0.11,9,28,1,-,0,0,16,0,16,1,"0",3.6,0,4.7,0.1,13,0.04,"0.06","3.3",6.8,0.10,"1.1","34",0.23,1.8,Tr,-,0.3
10329,1546,＜えび・かに類＞ （えび類） ブラックタイガー 養殖 生,326,77,79.9,15.2,"18.4",0.1,"150",0.3,0.3,0.3,"3.7","0",-,0.3,-,1.1,150,230,67,36,210,0.2,1.4,0.39,0.02,4,26,2,1,1,0,0,-,0,1,"0",1.4,0,0.1,0,0,0.07,"0.03","2.6",5.5,0.07,"0.9","15",0.59,1.9,Tr,-,0.4
10330,1547,＜えび・かに類＞ （えび類） 加工品 干しえび,876,207,24.2,-,"48.6",1.2,"510",2.8,0.3,0.3,"1.9","-",-,0.3,-,24.1,1500,740,7100,520,990,15.0,3.9,5.17,3.93,-,-,-,-,14,0,5,0,5,14,"0",2.5,0,0,0,0,0.10,"0.19","4.3",12.0,0.19,"11.0","46",0.72,-,0,-,3.8
10331,1548,＜えび・かに類＞ （えび類） 加工品 つくだ煮,1015,239,31.8,-,"25.9",1.3,"230",2.2,-,-,"31.0","-",-,30.1,-,10.0,1900,350,1800,110,440,3.9,3.1,1.56,1.24,-,-,-,-,Tr,-,-,-,0,Tr,"0",6.3,0,0.2,0,0,0.14,"0.11","5.0",9.1,0.08,"6.3","35",0.65,-,0,-,4.8
10332,1549,＜えび・かに類＞ （かに類） がざみ 生,258,61,83.1,10.7,"14.4",0.1,"79",0.3,0.3,0.3,"4.2","0",-,0.3,-,1.9,360,300,110,60,200,0.3,3.7,1.10,0.06,-,-,-,-,0,0,7,0,7,1,"0",1.8,0,0,0,0,0.02,"0.15","4.2",6.3,0.18,"4.7","22",0.78,-,Tr,-,0.9
10333,1550,＜えび・かに類＞ （かに類） 毛がに 生,286,67,81.9,12.1,"15.8",0.3,"47",0.5,0.2,0.2,"4.1","0",-,0.2,-,1.6,220,340,61,38,260,0.5,3.3,0.47,0.03,-,-,-,-,Tr,-,-,-,0,Tr,"0",2.2,0,0,0,0,0.07,"0.23","2.3",4.5,0.16,"1.9","13",0.41,-,Tr,-,0.6
10334,1551,＜えび・かに類＞ （かに類） 毛がに ゆで,330,78,79.2,13.7,"18.4",0.3,"53",0.5,0.2,0.2,"5.2","0",-,0.2,-,1.7,240,280,66,39,200,0.6,3.8,0.46,0.02,-,-,-,-,Tr,-,-,-,0,Tr,"0",3.7,0,0,0,0,0.07,"0.23","2.4",5.1,0.13,"2.5","10",0.40,-,Tr,-,0.6
10335,1552,＜えび・かに類＞ （かに類） ずわいがに 生,249,59,84.0,10.6,"13.9",0.2,"44",0.4,0.1,0.1,"3.6","0",-,0.1,-,1.6,310,310,90,42,170,0.5,2.6,0.35,0.02,58,97,1,2,Tr,-,-,-,0,Tr,"0",2.1,0,0,0,0,0.24,"0.60","8.0",10.0,0.13,"4.3","15",0.48,3.0,Tr,-,0.8
10336,1553,＜えび・かに類＞ （かに類） ずわいがに ゆで,274,65,82.5,11.2,"15.0",0.3,"61",0.6,0.1,0.1,"4.2","0",-,0.1,-,1.8,240,240,120,55,150,0.7,3.1,0.56,0.02,-,-,-,-,Tr,-,-,-,0,Tr,"0",2.6,0,0,0,0,0.21,"0.57","6.1",8.3,0.11,"7.2","9",0.54,-,Tr,-,0.6
10337,1554,＜えび・かに類＞ （かに類） ずわいがに 水煮缶詰,291,69,81.1,12.1,"16.3",0.2,"70",0.4,0.2,0.2,"4.6","0",-,0.2,-,2.0,670,21,68,29,120,0.5,4.7,0.35,0.10,-,-,-,-,0,-,-,-,0,0,"0",2.0,0,0,0,0,0,"0.03","0.1",2.5,Tr,"0.2","1",0,-,0,-,1.7
10338,1555,＜えび・かに類＞ （かに類） たらばがに 生,239,56,84.7,10.1,"13.0",0.5,"34",0.9,0.2,0.2,"2.9","0",-,0.2,-,1.8,340,280,51,41,220,0.3,3.2,0.43,0.03,43,25,1,1,0,0,7,0,7,1,"0",1.9,0,0,0,0,0.05,"0.07","2.1",4.3,0.14,"5.8","21",0.65,4.9,1,-,0.9
10339,1556,＜えび・かに類＞ （かに類） たらばがに ゆで,328,77,80.0,14.3,"17.5",0.8,"53",1.5,0.3,0.3,"3.2","0",-,0.3,-,1.7,310,230,48,51,190,0.2,4.2,0.41,0.04,62,35,1,2,0,0,8,0,8,1,"0",3.0,0,0,0,0,0.07,"0.06","1.8",5.1,0.13,"9.9","15",0.48,5.4,Tr,-,0.8
10340,1557,＜えび・かに類＞ （かに類） たらばがに 水煮缶詰,360,85,77.0,15.3,"20.6",0.1,"60",0.3,0.1,0.1,"5.5","0",-,0.1,-,2.0,580,90,52,34,220,0.2,6.3,0.58,0.06,-,-,-,-,Tr,-,-,-,0,Tr,"0",2.9,0,0,0,0,0.02,"0.10","0.2",3.3,0.04,"6.1","4",0.26,-,0,-,1.5
10341,1558,＜えび・かに類＞ （かに類） 加工品 がん漬,246,58,54.7,-,"8.4",0.2,"36",0.4,-,-,"5.6","-",-,5.4,-,31.1,7500,250,4000,530,200,1.7,2.4,1.36,4.43,-,-,-,-,Tr,-,-,-,Tr,Tr,"0",1.8,0,0.2,0,1,0.10,"0.50","2.0",3.2,0.07,"2.2","7",0.26,-,0,-,19.1
10342,1559,＜いか・たこ類＞ （いか類） あかいか 生,343,81,79.3,13.4,"17.9",0.8,"280",1.5,Tr,Tr,"5.1","0",-,Tr,-,1.4,200,330,12,46,280,0.1,1.2,0.21,0.02,5,28,1,1,4,0,0,0,0,4,"0",2.2,0,0,0,0,0.01,"0.02","2.1",4.7,0.10,"2.3","2",0.31,4.0,1,-,0.5
10343,1560,＜いか・たこ類＞ （いか類） けんさきいか 生,325,77,80.0,12.7,"17.5",0.4,"350",1.0,0.1,0.1,"5.5","0",-,0.1,-,1.4,210,330,12,46,260,0.1,1.3,0.16,0.02,-,-,-,-,7,0,0,0,0,7,"0",1.6,0,0,0,0,0.01,"0.02","2.5",5.0,0.11,"2.5","4",0.28,-,2,-,0.5
10344,1561,＜いか・たこ類＞ （いか類） こういか 生,272,64,83.4,10.6,"14.9",0.6,"210",1.3,0.1,0.1,"4.1","0",-,0.1,-,1.3,280,220,17,48,170,0.1,1.5,0.45,0.02,4,23,0,0,5,Tr,Tr,-,Tr,5,"0",2.2,Tr,Tr,Tr,0,0.03,"0.05","1.3",3.3,0.06,"1.4","3",0.52,1.6,1,-,0.7
10345,1562,＜いか・たこ類＞ （いか類） するめいか 生,321,76,80.2,13.4,"17.9",0.3,"250",0.8,0.1,0.1,"4.7","0",-,0.1,-,1.3,210,300,11,46,250,0.1,1.5,0.29,Tr,7,41,Tr,1,13,0,0,0,0,13,"0.3",2.1,0,Tr,0,-,0.07,"0.05","4.0",6.5,0.21,"4.9","5",0.34,4.9,1,-,0.5
10346,1563,＜いか・たこ類＞ （いか類） するめいか 水煮,415,98,74.6,16.1,"21.9",0.4,"310",0.9,0.1,0.1,"7.5","0",-,0.1,-,1.4,230,310,14,52,280,0.1,1.8,0.40,0.01,10,42,0,0,16,0,0,0,0,16,"0",2.5,0,Tr,0,-,0.05,"0.06","4.9",8.0,0.23,"5.3","5",0.42,5.4,1,-,0.6
10347,1564,＜いか・たこ類＞ （いか類） するめいか 焼き,460,108,71.8,17.3,"23.6",0.4,"350",1.0,0.1,0.1,"8.9","0",-,0.1,-,1.6,330,360,14,57,300,0.2,1.9,0.41,Tr,10,46,0,Tr,22,0,0,0,0,22,"0",2.5,0,Tr,0,-,0.09,"0.07","5.8",9.1,0.26,"5.4","7",0.44,6.3,1,-,0.8
10417,1565,＜いか・たこ類＞ （いか類） するめいか 胴 皮つき 生,329,78,79.8,13.8,"18.6",0.4,"210",0.7,0.1,0.1,"4.7","0",-,0.1,-,1.4,200,330,10,48,280,0.1,1.4,0.27,0.01,6,40,Tr,-,12,0,0,0,0,12,"0.3",1.9,0,Tr,0,-,0.06,"0.04","5.1",7.8,0.27,"4.4","6",0.36,5.3,2,-,0.5
10418,1566,＜いか・たこ類＞ （いか類） するめいか 胴 皮なし 生,339,80,79.1,13.8,"18.6",0.3,"180",0.6,0.1,0.1,"5.4","0",-,0.1,-,1.4,200,340,10,48,270,0.1,1.5,0.27,0.01,6,38,1,-,11,0,0,0,0,11,"0.2",1.5,0,Tr,0,-,0.06,"0.04","4.7",7.4,0.29,"4.3","2",0.31,5.3,2,-,0.5
10419,1567,＜いか・たこ類＞ （いか類） するめいか 胴 皮なし 天ぷら,734,175,64.9,13.1,"16.7",9.8,"150",10.8,9.0,8.2,"10.2","0.8",-,6.3,-,1.2,180,280,26,40,230,0.1,1.3,0.16,0.06,5,31,Tr,-,10,0,13,0,13,11,"0.2",3.0,0,4.0,0.1,6,0.07,"0.07","4.1",6.6,0.24,"3.8","3",0.31,4.4,1,-,0.4
10420,1568,＜いか・たこ類＞ （いか類） するめいか 耳・足 生,317,75,80.8,13.0,"16.9",0.6,"290",0.9,0,0,"4.4","0",-,0,-,1.3,230,270,13,45,210,0.1,1.6,0.31,0,8,42,Tr,-,15,0,0,0,0,15,"0.4",2.4,0,Tr,0,-,0.09,"0.06","2.6",5.0,0.14,"5.6","4",0.32,4.4,1,-,0.6
10348,1569,＜いか・たこ類＞ （いか類） ほたるいか 生,310,74,83.0,7.8,"11.8",2.3,"240",3.5,0.2,0.2,"5.4","0",-,0.2,-,1.5,270,290,14,39,170,0.8,1.3,3.42,0.05,-,-,-,-,1500,-,-,-,Tr,1500,"0",4.3,0,0.1,0,Tr,0.19,"0.27","2.6",4.6,0.15,"14.0","34",1.09,-,5,-,0.7
10349,1570,＜いか・たこ類＞ （いか類） ほたるいか ゆで,386,91,78.1,11.5,"17.7",1.5,"380",2.9,0.4,0.4,"8.1","0",-,0.4,-,0.9,240,240,22,32,200,1.1,1.9,2.97,0.08,-,-,-,-,1900,-,-,-,Tr,1900,"0",4.5,0,0.1,0,1,0.20,"0.30","2.3",5.3,0.09,"14.0","29",0.64,-,Tr,-,0.6
10350,1571,＜いか・たこ類＞ （いか類） ほたるいか くん製,1291,305,23.0,-,"43.1",3.4,"930",7.5,-,-,"25.4","0",-,21.3,-,5.1,1500,240,55,56,650,10.0,5.2,12.00,0.34,-,-,-,-,150,-,-,-,Tr,150,"0",2.3,0,0.1,0,1,0.40,"0.50","4.5",12.0,0.04,"27.0","25",1.28,-,0,-,3.8
10351,1572,＜いか・たこ類＞ （いか類） ほたるいか つくだ煮,1037,245,39.8,-,"27.0",3.8,"390",6.7,-,-,"25.8","0",-,22.9,-,3.6,1200,96,26,31,270,2.7,3.3,6.22,0.19,-,-,-,-,690,-,-,-,Tr,690,"0",1.9,0,0.1,0,1,0.09,"0.21","1.3",5.9,0.03,"17.0","10",0.64,-,0,-,3.0
10352,1573,＜いか・たこ類＞ （いか類） やりいか 生,333,79,79.7,13.1,"17.6",0.5,"320",1.0,0.4,0.4,"5.3","0",-,0.4,-,1.3,170,300,10,42,280,0.1,1.2,0.25,0.02,-,-,-,-,8,0,0,0,0,8,"0",1.4,0,0,0,0,0.04,"0.03","3.5",5.9,0.10,"1.1","5",0.27,-,2,-,0.4
10353,1574,＜いか・たこ類＞ （いか類） 加工品 するめ,1290,304,20.2,50.1,"69.2",1.7,"980",4.3,0.4,0.4,"22.1","0",-,0.4,-,5.9,890,1100,43,170,1100,0.8,5.4,0.99,0.06,-,-,-,-,22,0,0,0,0,22,"0",4.4,0,Tr,0,0,0.10,"0.10","14.0",24.0,0.34,"12.0","11",1.57,-,0,-,2.3
10354,1575,＜いか・たこ類＞ （いか類） 加工品 さきいか,1136,268,26.4,-,"45.5",0.8,"370",3.1,-,-,"19.6","0",-,17.3,-,7.7,2700,230,23,82,430,1.6,2.8,0.27,0.07,-,-,-,-,3,-,-,-,0,3,"0",1.7,0,0,0,0,0.06,"0.09","8.9",15.0,0.32,"6.9","1",0.47,-,0,-,6.9
10355,1576,＜いか・たこ類＞ （いか類） 加工品 くん製,856,202,43.5,-,"35.2",0.7,"280",1.5,-,-,"13.6","0",-,12.8,-,7.0,2400,240,9,34,330,0.7,2.1,0.26,0.02,-,-,-,-,Tr,-,-,-,0,Tr,"0",1.8,0,0.1,0,0,0.10,"0.15","9.0",14.0,0.10,"5.3","2",0.17,-,0,-,6.1
10356,1577,＜いか・たこ類＞ （いか類） 加工品 切りいかあめ煮,1312,310,22.8,16.4,"22.7",3.1,"360",4.7,-,-,"54.0","0",-,46.1,-,3.7,1100,210,65,81,300,0.8,2.2,0.50,0.12,-,-,-,-,Tr,-,-,-,0,Tr,"0",1.9,0,0.3,0,0,0.06,"0.10","7.0",10.0,0.10,"10.0","12",0.17,-,0,-,2.8
10357,1578,＜いか・たこ類＞ （いか類） 加工品 いかあられ,1225,289,26.7,14.5,"20.0",1.0,"190",1.8,-,-,"55.4","0",-,49.1,-,2.4,700,230,18,41,260,0.4,1.3,0.02,0.12,-,-,-,-,Tr,-,-,-,0,Tr,"0",1.1,0,0.1,0,0,0.07,"0.10","7.0",9.8,0.14,"3.3","6",0.31,-,0,-,1.8
10358,1579,＜いか・たこ類＞ （いか類） 加工品 塩辛,480,114,67.3,-,"15.2",2.7,"230",3.4,-,-,"7.2","0",-,6.5,-,7.6,2700,170,16,48,210,1.1,1.7,1.91,0.03,-,-,-,-,200,Tr,Tr,0,1,200,"0",3.3,0,0.1,0,Tr,Tr,"0.10","3.3",5.5,0.31,"17.0","13",0.61,-,Tr,-,6.9
10359,1580,＜いか・たこ類＞ （いか類） 加工品 味付け缶詰,540,127,66.9,-,"21.4",0.7,"420",1.8,-,-,"8.8","0",-,7.7,-,2.2,700,110,16,38,220,0.6,2.5,1.12,0.05,-,-,-,-,7,-,-,-,0,7,"0",2.8,0,0,0,0,0.02,"0.07","2.2",5.2,0.11,"3.8","4",0.20,-,0,-,1.8
10360,1581,＜いか・たこ類＞ （たこ類） いいだこ 生,271,64,83.2,10.6,"14.6",0.4,"150",0.8,0.1,0.1,"4.6","0",-,0.1,-,1.3,250,200,20,43,190,2.2,3.1,2.96,0.06,-,-,-,-,35,0,9,0,9,36,"0",2.7,0,0,0,0,0.01,"0.08","3.2",5.3,0.11,"2.0","37",0.70,-,1,-,0.6
10361,1582,＜いか・たこ類＞ （たこ類） まだこ 生,297,70,81.1,11.7,"16.4",0.2,"150",0.7,0.1,0.1,"5.3","0",-,0.1,-,1.7,280,290,16,55,160,0.6,1.6,0.30,0.03,-,-,-,-,5,-,-,-,0,5,"0",1.9,0,0,0,Tr,0.03,"0.09","2.2",4.3,0.07,"1.3","4",0.24,-,Tr,-,0.7
10362,1583,＜いか・たこ類＞ （たこ類） まだこ ゆで,387,91,76.2,15.1,"21.7",0.2,"150",0.7,0.1,0.1,"7.2","0",-,0.1,-,1.3,230,240,19,52,120,0.2,1.8,0.43,0.04,8,28,1,1,5,0,0,0,0,5,"0",1.9,0,0,0,0,0.03,"0.05","1.9",4.6,0.07,"1.2","2",0.17,5.6,Tr,-,0.6
10432,1584,＜いか・たこ類＞ （たこ類） みずだこ 生,258,61,83.5,9.4,"13.4",0.4,"100",0.9,0.1,0.1,"5.0","0",-,0.1,-,1.8,430,270,19,60,150,0.1,1.6,0.64,0.04,8,46,0,1,4,0,0,0,0,4,"0.1",1.1,0,0,0,0,0.04,"0.05","1.9",3.7,0.05,"0.8","6",0.43,2.4,1,-,1.1
10363,1585,＜その他＞ あみ つくだ煮,975,230,35.0,-,"19.1",1.1,"120",1.8,-,-,"35.8","-",-,35.1,-,9.0,2700,350,490,100,410,7.1,1.7,0.97,0.63,-,-,-,-,170,0,16,0,16,170,"0",4.7,0,0,0,7,0.13,"0.21","1.8",4.7,0.08,"7.0","35",0.78,-,0,-,6.9
10364,1586,＜その他＞ あみ 塩辛,264,62,63.7,8.6,"12.9",0.6,"140",1.1,-,-,"5.6","-",-,0.8,-,21.5,7800,280,460,82,270,0.5,0.8,0.70,0.13,-,-,-,-,65,0,0,0,0,65,"0",2.4,0,0,0,0,0.07,"0.07","1.8",3.8,0.09,"2.7","22",0.61,-,0,-,19.8
10365,1587,＜その他＞ うに 生うに,460,109,73.8,11.7,"16.0",2.5,"290",4.8,3.3,3.0,"9.8","0",-,3.3,-,2.1,220,340,12,27,390,0.9,2.0,0.05,0.05,-,-,-,-,0,63,650,23,700,58,"0",3.6,0,Tr,0,27,0.10,"0.44","1.1",4.4,0.15,"1.3","360",0.72,-,3,-,0.6
10366,1588,＜その他＞ うに 粒うに,726,172,51.8,-,"17.2",3.5,"280",5.8,-,-,"17.9","0",-,15.6,-,9.6,3300,280,46,63,310,1.1,1.9,0.10,0.05,-,-,-,-,Tr,-,-,-,1000,83,"0",3.6,0.1,4.9,4.1,22,0.14,"0.65","1.4",4.9,0.07,"5.4","98",1.32,-,0,-,8.4
10367,1589,＜その他＞ うに 練りうに,701,166,53.1,-,"13.5",2.1,"250",2.9,-,-,"23.2","0",-,22.4,-,8.1,2800,230,38,41,220,1.8,1.3,0.06,0.05,-,-,-,-,Tr,-,-,-,300,25,"0",4.4,0.3,7.7,3.8,15,Tr,"0.30","0.7",3.5,0.06,"4.8","87",1.22,-,0,-,7.1
10368,1590,＜その他＞ おきあみ 生,356,84,78.5,10.2,"15.0",2.1,"60",3.2,0.2,0.2,"6.1","-",-,0.2,-,3.1,420,320,360,85,310,0.8,1.0,2.30,0.15,-,-,-,-,180,-,-,-,16,180,"0",2.5,0,0,0,0,0.15,"0.26","1.9",4.2,0.09,"6.2","49",0.50,-,2,-,1.1
10369,1591,＜その他＞ おきあみ ゆで,327,78,79.8,9.2,"13.8",2.1,"62",3.0,Tr,Tr,"5.6","-",-,Tr,-,3.4,620,200,350,110,310,0.6,0.9,1.83,0.11,-,-,-,-,150,-,-,-,13,150,"0",2.2,0,0,0,0,0.21,"0.25","1.4",3.5,0.07,"4.0","36",0.30,-,1,-,1.6
